file	line	term	sense	confidence	proposed	context
docex/src/docex/cicl/validate.py	1595	proc_name	IDENT	high	service_name	ProcessRef(svc_name, proc_name).dotted,
docex/src/docex/cicl/validate.py	1596	proc_name	IDENT	high	service_name	_process_where(svc_name, proc_name),
docex/src/docex/cicl/validate.py	1599	proc_name	IDENT	high	service_name	for svc_name, proc_name, _svc, proc in doc.all_processes()
docex/src/docex/cicl/validate.py	1599	all_processes	IDENT	high	*_service	for svc_name, proc_name, _svc, proc in doc.all_processes()
docex/src/docex/describe/dag.py	15	ProcessRef	IDENT	high	ServiceRef	from docex.cicl.model import ProcessRef
docex/src/docex/describe/dag.py	51	process type	SVC	high	core service(s)	Dotted for a core process type (``api.web``), bare for a backing service
docex/src/docex/describe/dag.py	58	core_service	IDENT	high	codebase	if svc.core_service is not None and svc.process is not None:
docex/src/docex/describe/dag.py	59	ProcessRef	IDENT	high	ServiceRef	return ProcessRef(svc.core_service, svc.process).dotted
docex/src/docex/describe/dag.py	59	core_service	IDENT	high	codebase	return ProcessRef(svc.core_service, svc.process).dotted
docex/src/docex/describe/llm.py	38	core_service	IDENT	high	codebase	"kind": "core_service" if svc.is_core else "backing_service",
docex/src/docex/describe/llm.py	44	process dimension	SVC	high	service dimension	# backing service, which has no process dimension.
docex/src/docex/describe/llm.py	45	core_service	IDENT	high	codebase	"core_service": svc.core_service,
docex/src/docex/describe/llm.py	45	core_service	IDENT	high	codebase	"core_service": svc.core_service,
docex/src/docex/emit/ansible.py	26	process type	SVC	high	core service(s)	# that process type's `env:` overlay. That is the exact trap the exec
docex/src/docex/emit/ansible.py	34	process type	SVC	high	core service(s)	# per codebase. `schema_owned_by_db` is now true of every process type of
docex/src/docex/emit/compose.py	20	process type	SVC	high	core service(s)	those operations previously had to *pick* one process type's container to
docex/src/docex/emit/compose.py	30	process type	SVC	high	core service(s)	(``CompiledService.service_env``), never a process type's overlay. That is
docex/src/docex/emit/compose.py	33	process-level	SVC	high	service-level	process-level key is not merely discouraged there, it is absent.
docex/src/docex/emit/compose.py	161	domain_default_process	KEY_FIELD	high	domain_default_service	and the ``domain_default_process`` additionally at the bare
docex/src/docex/emit/compose.py	226	core service	IDENT	high	codebase	"""Render the paired OTel Collector sidecar block for a core service.
docex/src/docex/emit/compose.py	228	core service	IDENT	high	codebase	The sidecar shares the core service's network namespace via
docex/src/docex/emit/compose.py	295	process type	SVC	high	core service(s)	The alias goes on EVERY network the process type joins. A consumer
docex/src/docex/emit/compose.py	366	process type	SVC	high	core service(s)	"""Render the ofelia INI for one scheduler process type.
docex/src/docex/emit/compose.py	369	process type	SVC	high	core service(s)	process type — ``[job-run "api-nightly_cleanup"]``, i.e.
docex/src/docex/emit/compose.py	378	process type	SVC	high	core service(s)	The image is **shared with every sibling process type of the same
docex/src/docex/emit/compose.py	542	core services	IDENT	high	codebases	# Phase 2: dev compose gets bind mounts on core services so
docex/src/docex/emit/compose.py	548	Core Service	IDENT	high	codebase	# doctrinal defaults; see infrastructure.md § Core Service Containers.
docex/src/docex/emit/compose.py	551	process type	SVC	high	core service(s)	# `core/<svc>/` is one source folder shared by every process type.
docex/src/docex/emit/compose.py	553	core_service	IDENT	high	codebase	f"./core/{svc.core_service}/src:/service/src",
docex/src/docex/emit/compose.py	554	core_service	IDENT	high	codebase	f"./core/{svc.core_service}/dist:/service/dist",
docex/src/docex/emit/compose.py	565	core service	IDENT	high	codebase	# The doctrine requires every core service to ship a Dockerfile
docex/src/docex/emit/compose.py	573	core_service	IDENT	high	codebase	"context": f"./core/{svc.core_service}",
docex/src/docex/emit/compose.py	649	core service	IDENT	high	codebase	# Mod 018: paired OTel Collector sidecar per core service. The sidecar
docex/src/docex/emit/compose.py	704	process type	SVC	high	core service(s)	# process type of the codebase: one tag, one build.
docex/src/docex/emit/compose.py	717	process types	SVC	high	core service(s)	# identical across a codebase's process types by construction (the
docex/src/docex/emit/compose.py	722	process_type	SVC	high	core service(s)	# `docex.process_type`), where it previously leaked `procs[0]`'s
docex/src/docex/emit/hcl.py	17	core service	IDENT	high	codebase	entries. A core service env value that is a bare ``$[REF]`` becomes
docex/src/docex/emit/hcl.py	52	core service	IDENT	high	codebase	# detect (and extract) which entries on a core service's env block must
docex/src/docex/emit/hcl.py	318	core services	IDENT	high	codebases	Shared between core services and container-backing services; backing
docex/src/docex/emit/hcl.py	370	process type	SVC	high	core service(s)	# Mod 108: the process type's `command`. Deliberately AFTER the
docex/src/docex/emit/hcl.py	372	process type	SVC	high	core service(s)	# transfer table must not be able to override which process type this
docex/src/docex/emit/hcl.py	374	Core Service	IDENT	high	codebase	# reintroduce the ambiguity infrastructure.md § Core Service Containers
docex/src/docex/emit/hcl.py	375	process types	SVC	high	core service(s)	# deletes — with N process types on one image, no Dockerfile `CMD` can be
docex/src/docex/emit/hcl.py	390	ProcessType	IDENT	high	CoreService	# `str | list[str]` per ProcessType.command. ECS requires a list;
docex/src/docex/emit/hcl.py	401	core services	IDENT	high	codebases	# listener rules. Web-network core services with a port only.
docex/src/docex/emit/hcl.py	436	core service	IDENT	high	codebase	# Mod 018: paired OTel Collector sidecar for every core service. Shares
docex/src/docex/emit/hcl.py	487	core_service	IDENT	high	codebase	# core_service/backing_service per `svc.is_core`.
docex/src/docex/emit/hcl.py	488	core_service	IDENT	high	codebase	td_shape = "core_service" if svc.is_core else "backing_service"
docex/src/docex/emit/hcl.py	504	core_service	IDENT	high	codebase	service=svc.core_service or svc.name, role=svc.role,
docex/src/docex/emit/hcl.py	541	core_service	IDENT	high	codebase	service=svc.core_service or svc.name, role=svc.role,
docex/src/docex/emit/hcl.py	563	process type	SVC	high	core service(s)	``schema_owned_by_db`` on a single carrier process type, picked by a
docex/src/docex/emit/hcl.py	564	process type	SVC	high	core service(s)	"pick one process type" bridge that Mod 099 deleted outright. It has to
docex/src/docex/emit/hcl.py	583	core_service	IDENT	high	codebase	# on `core_service`: both are what migrate.py / release.py
docex/src/docex/emit/hcl.py	588	process type	SVC	high	core service(s)	# env. Inheriting a process type's `env:` overlay would make
docex/src/docex/emit/hcl.py	597	process type	SVC	high	core service(s)	# it names a process type that has nothing to do with the migration.
docex/src/docex/emit/hcl.py	607	process type	SVC	high	core service(s)	# process type's. NOT optional bookkeeping: `aws_cloudwatch_log_group`
docex/src/docex/emit/hcl.py	624	process type	SVC	high	core service(s)	# size cannot move because an unrelated process type was renamed or
docex/src/docex/emit/hcl.py	643	core_services	IDENT	high	codebases	where=f"core_services.{codebase}.processes.*.resources",
docex/src/docex/emit/hcl.py	655	core_service	IDENT	high	codebase	"environment", shape_name="core_service", descriptor="logs",
docex/src/docex/emit/hcl.py	674	process type	SVC	high	core service(s)	# carrier process type's values. A per-codebase artifact has neither —
docex/src/docex/emit/hcl.py	676	process type	SVC	high	core service(s)	# removal `procs[0]` is merely the alphabetically-first process type,
docex/src/docex/emit/hcl.py	683	core_service	IDENT	high	codebase	"environment", shape_name="core_service",
docex/src/docex/emit/hcl.py	753	core_service	IDENT	high	codebase	# populated at compile time with shape_name=core_service / descriptor
docex/src/docex/emit/hcl.py	801	core_service	IDENT	high	codebase	shape_name="core_service",
docex/src/docex/emit/hcl.py	805	core_service	IDENT	high	codebase	service=svc.core_service or svc.name,
docex/src/docex/emit/hcl.py	823	domain_default_process	KEY_FIELD	high	domain_default_service	# domain_default_process; prod's default service also picks up
docex/src/docex/emit/hcl.py	948	core_service	IDENT	high	codebase	service=svc.core_service or svc.name, role=svc.role,
docex/src/docex/emit/hcl.py	1020	core_service	IDENT	high	codebase	"environment", shape_name="core_service", descriptor="scheduler-role",
docex/src/docex/emit/hcl.py	1022	core_service	IDENT	high	codebase	service=svc.core_service or svc.name, role=svc.role,
docex/src/docex/emit/hcl.py	1356	core services	IDENT	high	codebases	# Order: backing services first, then core services. Alphabetical
docex/src/docex/emit/hcl.py	1369	core service	IDENT	high	codebase	# ALB listener rules need a unique priority per web-network core service.
docex/src/docex/emit/hcl.py	1403	domain_default_process	KEY_FIELD	high	domain_default_service	# Mod 048: bare-project host used by prod's `domain_default_process`
docex/src/docex/emit/secrets.py	21	core service	IDENT	high	codebase	then ``# <svc> (core service)`` blocks, then ``# <svc> (<engines>)``
docex/src/docex/emit/secrets.py	25	core_services	IDENT	high	codebases	if source in doc.core_services:
docex/src/docex/emit/secrets.py	26	core service	IDENT	high	codebase	return f"# {source} (core service)"
docex/src/docex/emit/tags.py	17	process type	SVC	high	core service(s)	# service process type; omitted for backing services, which have none
docex/src/docex/emit/templates/main.tf.j2	136	core services	IDENT	high	codebases	# Per Mod 013, both backing and core services flow through the same
docex/src/docex/emit/templates/main.tf.j2	147	process type	SVC	high	core service(s)	# per process type. Emitted here rather than inside the per-service loop
docex/src/docex/emit/templates/main.tf.j2	191	domain_default_process	KEY_FIELD	high	domain_default_service	# `domain_default_process` for user-URL ergonomics (replacing the old
docex/src/docex/emit/templates/project.tf.j2	591	core service	IDENT	high	codebase	# ECR repositories — one per core service. The image refs in each env's
docex/src/docex/errors.py	135	core service	IDENT	high	codebase	"""``docker buildx build`` for a core service exited non-zero."""
docex/src/docex/orchestrate/_common.py	10	core services	IDENT	high	codebases	* Enumerate the core services / schema-owning services.
docex/src/docex/orchestrate/_common.py	94	core_services	IDENT	high	codebases	def core_services(ctx: ProjectContext) -> list[str]:
docex/src/docex/orchestrate/_common.py	95	core service	IDENT	high	codebase	"""Return the codebase keys of every core service, sorted.
docex/src/docex/orchestrate/_common.py	107	core_services	IDENT	high	codebases	return sorted(ctx.infra.core_services or {})
docex/src/docex/orchestrate/_common.py	111	process type	SVC	high	core service(s)	"""Codebase keys with NO long-running process type, sorted.
docex/src/docex/orchestrate/_common.py	113	process type	SVC	high	core service(s)	Every process type of such a codebase is a ``scheduler``, so the
docex/src/docex/orchestrate/_common.py	134	core_services	IDENT	high	codebases	for name, svc in (ctx.infra.core_services or {}).items()
docex/src/docex/orchestrate/_common.py	141	core services	IDENT	high	codebases	"""Return core services that declare ``schema_owned_by``.
docex/src/docex/orchestrate/_common.py	145	core_services	IDENT	high	codebases	for determinism, matching ``core_services``.
docex/src/docex/orchestrate/_common.py	149	core service	IDENT	high	codebase	# A core service "owns a schema" by declaring schema_owned_by on
docex/src/docex/orchestrate/_common.py	151	core service	IDENT	high	codebase	# points at a core service.
docex/src/docex/orchestrate/_common.py	157	core services	IDENT	high	codebases	# Filter to those that are actually core services in the doc.
docex/src/docex/orchestrate/_common.py	158	core_services	IDENT	high	codebases	valid_core = set(core_services(ctx))
docex/src/docex/orchestrate/_common.py	167	process type	SVC	high	core service(s)	A codebase-keyed name has no process type and therefore no single role to
docex/src/docex/orchestrate/_common.py	168	process type	SVC	high	core service(s)	resolve an engine from. Every process type of the codebase must agree on
docex/src/docex/orchestrate/_common.py	182	process types	SVC	high	core service(s)	codebase, no process types, or no engine supporting ``foundation``); each
docex/src/docex/orchestrate/_common.py	184	process types	SVC	high	core service(s)	Raises when the process types *disagree*, which is never a fallback case:
docex/src/docex/orchestrate/_common.py	187	core_services	IDENT	high	codebases	core = (ctx.infra.core_services or {}).get(codebase) if ctx.infra else None
docex/src/docex/orchestrate/_common.py	191	process type	SVC	high	core service(s)	# policy name -> the first process type that resolved to it (for the
docex/src/docex/orchestrate/_common.py	194	proc_name	IDENT	high	service_name	for proc_name in sorted(core.processes):
docex/src/docex/orchestrate/_common.py	195	proc_name	IDENT	high	service_name	engines = tables.role(core.processes[proc_name].role)
docex/src/docex/orchestrate/_common.py	205	proc_name	IDENT	high	service_name	resolved.setdefault(entry.naming, proc_name)
docex/src/docex/orchestrate/_common.py	213	process types	SVC	high	core service(s)	f"core service {codebase!r}: its process types resolve to "
docex/src/docex/orchestrate/_common.py	213	core service	IDENT	high	codebase	f"core service {codebase!r}: its process types resolve to "
docex/src/docex/orchestrate/_common.py	229	process type	SVC	high	core service(s)	non-scheduler process type, and could resolve to the wrong container
docex/src/docex/orchestrate/_common.py	248	core service	IDENT	high	codebase	f"in {env!r}: it is not a core service in infra.yml, declares no "
docex/src/docex/orchestrate/_common.py	249	process types	SVC	high	core service(s)	f"process types, or none of its roles has an engine supporting "
docex/src/docex/orchestrate/build.py	29	core_services	IDENT	high	codebases	core_services,
docex/src/docex/orchestrate/build.py	46	core services	IDENT	high	codebases	"""Run ``build.sh`` for one or all core services.
docex/src/docex/orchestrate/build.py	48	core service	IDENT	high	codebase	``service=None`` builds every core service in deterministic order.
docex/src/docex/orchestrate/build.py	76	core_services	IDENT	high	codebases	all_cores = core_services(ctx)
docex/src/docex/orchestrate/build.py	82	core service	IDENT	high	codebase	f"service {service!r} is not a core service; "
docex/src/docex/orchestrate/build.py	83	core services	IDENT	high	codebases	f"known core services: {all_cores}"
docex/src/docex/orchestrate/migrate.py	7	process type	SVC	high	core service(s)	and does not depend on any process type's container being up.
docex/src/docex/orchestrate/migrate.py	216	core service	IDENT	high	codebase	2. For each ``services_with_schema(ctx)`` core service:
docex/src/docex/orchestrate/migrate.py	354	process types	SVC	high	core service(s)	property, resolved across all of the codebase's process types with an
docex/src/docex/orchestrate/migrate.py	357	process type	SVC	high	core service(s)	was read off a single carrier process type; that carrier is gone.
docex/src/docex/orchestrate/test.py	9	core service	IDENT	high	codebase	3. Run each core service's test.sh, collecting exit codes.
docex/src/docex/orchestrate/test.py	26	core_services	IDENT	high	codebases	core_services,
docex/src/docex/orchestrate/test.py	117	core service	IDENT	high	codebase	# 3. test.sh for each core service, in the codebase's exec service.
docex/src/docex/orchestrate/test.py	125	core_services	IDENT	high	codebases	for svc in core_services(ctx):
docex/src/docex/orchestrate/up.py	5	core service	IDENT	high	codebase	every schema-owning core service.
docex/src/docex/orchestrate/up.py	23	core_services	IDENT	high	codebases	core_services,
docex/src/docex/orchestrate/up.py	84	process type	SVC	high	core service(s)	process type, including a cron job. Two facts make that invariant
docex/src/docex/orchestrate/up.py	123	core service	IDENT	high	codebase	f"docker build --target dev for core service {svc!r} "
docex/src/docex/orchestrate/up.py	162	core service	IDENT	high	codebase	report a core service, so an unhealthy backing service — the single most
docex/src/docex/orchestrate/up.py	199	core service	IDENT	high	codebase	# 1a. Dev only: pre-populate the host dist/ for each core service
docex/src/docex/orchestrate/up.py	213	process type	SVC	high	core service(s)	# process type still needs its host-side dist/ pre-populated.
docex/src/docex/orchestrate/up.py	215	core_services	IDENT	high	codebases	for svc in core_services(ctx):
docex/src/docex/orchestrate/up.py	227	process type	SVC	high	core service(s)	# declares a long-running process type needs nothing: `compose up
docex/src/docex/pipeline/check.py	37	ProcessType	IDENT	high	CoreService	from docex.cicl.model import CICLDocument, ProcessRef, ProcessType  # noqa: F401
docex/src/docex/pipeline/check.py	37	ProcessRef	IDENT	high	ServiceRef	from docex.cicl.model import CICLDocument, ProcessRef, ProcessType  # noqa: F401
docex/src/docex/pipeline/check.py	43	core_services	IDENT	high	codebases	from docex.orchestrate._common import core_services, services_with_schema
docex/src/docex/pipeline/check.py	120	process type	SVC	high	core service(s)	"""``(format, role_recognized)`` for a provider process type.
docex/src/docex/pipeline/check.py	144	core_services	IDENT	high	codebases	`core_services` key purely because the codebase happens to be the first segment
docex/src/docex/pipeline/check.py	165	_resolve_process	IDENT	high	_*_service	def _resolve_process(
docex/src/docex/pipeline/check.py	167	ProcessType	IDENT	high	CoreService	) -> tuple[str, str, ProcessType] | None:
docex/src/docex/pipeline/check.py	168	ProcessType	IDENT	high	CoreService	"""``"api.worker"`` → ``("api", "worker", <ProcessType>)`` if it names a real
docex/src/docex/pipeline/check.py	169	process type	SVC	high	core service(s)	core process type, else ``None``.
docex/src/docex/pipeline/check.py	176	ProcessRef	IDENT	high	ServiceRef	ref = ProcessRef.parse(dotted)
docex/src/docex/pipeline/check.py	179	core_services	IDENT	high	codebases	svc = infra.core_services.get(ref.service)
docex/src/docex/pipeline/check.py	351	process types	SVC	high	core service(s)	process types)**, minus `scheduler` process types. Both arms are load-bearing:
docex/src/docex/pipeline/check.py	351	process types	SVC	high	core service(s)	process types)**, minus `scheduler` process types. Both arms are load-bearing:
docex/src/docex/pipeline/check.py	376	all_processes	IDENT	high	*_service	for _s, _p, _svc, proc in infra.all_processes():
docex/src/docex/pipeline/check.py	382	proc_name	IDENT	high	service_name	for svc_name, proc_name, _svc, proc in infra.all_processes():
docex/src/docex/pipeline/check.py	382	all_processes	IDENT	high	*_service	for svc_name, proc_name, _svc, proc in infra.all_processes():
docex/src/docex/pipeline/check.py	383	process types	SVC	high	core service(s)	# contracts.md § Health Checks: `scheduler` process types are exempt.
docex/src/docex/pipeline/check.py	389	ProcessRef	IDENT	high	ServiceRef	label = ProcessRef(svc_name, proc_name).dotted
docex/src/docex/pipeline/check.py	389	proc_name	IDENT	high	service_name	label = ProcessRef(svc_name, proc_name).dotted
docex/src/docex/pipeline/check.py	397	proc_name	IDENT	high	service_name	candidate = contracts_dir / f"{svc_name}.{proc_name}.{fmt}.yml"
docex/src/docex/pipeline/check.py	420	process types	SVC	high	core service(s)	else "no provider process types — nothing to check"
docex/src/docex/pipeline/check.py	434	process type	SVC	high	core service(s)	Three things, per process type:
docex/src/docex/pipeline/check.py	437	process type	SVC	high	core service(s)	health says *every* long-running process type serves it; a `worker` is not
docex/src/docex/pipeline/check.py	441	process type	SVC	high	core service(s)	2. **Fan-out** — every `web`-network process type declares
docex/src/docex/pipeline/check.py	456	process type	SVC	high	core service(s)	constrains a process type that *has* `health_check_path`; this requires a
docex/src/docex/pipeline/check.py	459	process types	SVC	high	core service(s)	`scheduler` process types are exempt throughout.
docex/src/docex/pipeline/check.py	473	proc_name	IDENT	high	service_name	svc, proc_name, fmt = parsed
docex/src/docex/pipeline/check.py	474	proc_name	IDENT	high	service_name	resolved = _resolve_process(infra, f"{svc}.{proc_name}")
docex/src/docex/pipeline/check.py	474	_resolve_process	IDENT	high	_*_service	resolved = _resolve_process(infra, f"{svc}.{proc_name}")
docex/src/docex/pipeline/check.py	476	process type	SVC	high	core service(s)	continue  # contract for an unknown process type — skip
docex/src/docex/pipeline/check.py	495	process type	SVC	high	core service(s)	f"— every long-running process type serves it)"
docex/src/docex/pipeline/check.py	501	_resolve_process	IDENT	high	_*_service	target = _resolve_process(infra, dotted)
docex/src/docex/pipeline/check.py	513	proc_name	IDENT	high	service_name	f"{svc}.{proc_name} consumes non-web {dotted})"
docex/src/docex/pipeline/check.py	516	process type	SVC	high	core service(s)	# --- 3: what the consumed process type's FIELDS must declare --------
docex/src/docex/pipeline/check.py	520	proc_name	IDENT	high	service_name	for svc_name, proc_name, _svc, proc in infra.all_processes():
docex/src/docex/pipeline/check.py	520	all_processes	IDENT	high	*_service	for svc_name, proc_name, _svc, proc in infra.all_processes():
docex/src/docex/pipeline/check.py	522	_resolve_process	IDENT	high	_*_service	target = _resolve_process(infra, dotted)
docex/src/docex/pipeline/check.py	535	ProcessRef	IDENT	high	ServiceRef	entry[1].add(ProcessRef(svc_name, proc_name).dotted)
docex/src/docex/pipeline/check.py	535	proc_name	IDENT	high	service_name	entry[1].add(ProcessRef(svc_name, proc_name).dotted)
docex/src/docex/pipeline/check.py	574	core service	IDENT	high	codebase	Scope is every core service that declares ``health_check_path`` —
docex/src/docex/pipeline/check.py	576	core service	IDENT	high	codebase	core service that declares a ``health_check_path`` must carry ``curl``."
docex/src/docex/pipeline/check.py	593	core_services	IDENT	high	codebases	for name in sorted(infra.core_services):
docex/src/docex/pipeline/check.py	594	core_services	IDENT	high	codebases	svc = infra.core_services[name]
docex/src/docex/pipeline/check.py	595	ProcessType	IDENT	high	CoreService	# ``extra="allow"`` on ProcessType surfaces role fields like
docex/src/docex/pipeline/check.py	597	process type	SVC	high	core service(s)	# ``role: web`` declares the field, but such a process type may sit on
docex/src/docex/pipeline/check.py	601	PROCESS TYPE	SVC	high	core service(s)	# Mod 096: read the PROCESS TYPE. A `getattr(svc, ...)` against the
docex/src/docex/pipeline/check.py	602	CoreService	IDENT	high	Codebase	# CoreService goes permanently None once the field is process-scoped,
docex/src/docex/pipeline/check.py	602	process-scoped	SVC	high	service-scoped	# CoreService goes permanently None once the field is process-scoped,
docex/src/docex/pipeline/check.py	605	process type	SVC	high	core service(s)	# one qualifying entry per codebase — any process type declaring the
docex/src/docex/pipeline/check.py	660	core service	IDENT	high	codebase	"""``build.sh`` and ``test.sh`` for every core service; ``migrate.sh``
docex/src/docex/pipeline/check.py	663	core_services	IDENT	high	codebases	services = core_services(ctx)
docex/src/docex/pipeline/containerize.py	1	core service	IDENT	high	codebase	"""``docex containerize`` — build + push core service prod images.
docex/src/docex/pipeline/containerize.py	8	core service	IDENT	high	codebase	3. For each core service: ``docker buildx build --target prod`` then
docex/src/docex/pipeline/containerize.py	34	core_services	IDENT	high	codebases	from docex.orchestrate._common import core_services
docex/src/docex/pipeline/containerize.py	59	core service	IDENT	high	codebase	"""Build + push prod images for every core service. Returns exit code.
docex/src/docex/pipeline/containerize.py	126	core_services	IDENT	high	codebases	services = core_services(ctx)
docex/src/docex/pipeline/containerize.py	128	core services	IDENT	high	codebases	print("containerize: no core services declared; nothing to do.")
docex/src/docex/pipeline/containerize.py	149	core service	IDENT	high	codebase	f"error: {dockerfile} missing — core service {svc!r} "
docex/src/docex/pipeline/projinfra.py	177	core_services	IDENT	high	codebases	core_names = sorted((ctx.infra.core_services or {}) if ctx.infra else {})
docex/src/docex/pipeline/release.py	243	process type	SVC	high	core service(s)	# WHY: a `scheduler` process type emits no `ecs_service`, so there is
docex/src/docex/pipeline/release.py	575	process type	SVC	high	core service(s)	# Mod 109: after the FINAL apply on both branches — a new process type can
docex/src/docex/pipeline/rollback.py	10	core service	IDENT	high	codebase	target's CICL generation + every core service's image present in
docex/src/docex/pipeline/rollback.py	40	core_services	IDENT	high	codebases	from docex.orchestrate._common import core_services
docex/src/docex/pipeline/rollback.py	328	core service	IDENT	high	codebase	"""Probe every core service's image at ``target_version``.
docex/src/docex/pipeline/rollback.py	351	core_services	IDENT	high	codebases	for svc in core_services(ctx):
docex/tables/README.md	14	core service	KEEP	high	(unchanged)	web.yml             # core service container role (both foundations)
docex/tables/roles/scheduler.yml	3	process type	SVC	high	core service(s)	# Core service process type run on a cron schedule (a job), not a
docex/tables/roles/scheduler.yml	3	Core service	IDENT	high	codebase	# Core service process type run on a cron schedule (a job), not a
docex/tables/roles/scheduler.yml	5	process type	SVC	high	core service(s)	# contract: the process type declares a `command` and a `schedule`, and
docex/tables/roles/scheduler.yml	7	core service	IDENT	high	codebase	# schedule, with the same resolved env-and-secret surface any core service
docex/tables/roles/scheduler.yml	8	process type	SVC	high	core service(s)	# process type of that env gets.
docex/tables/roles/scheduler.yml	29	process type	SVC	high	core service(s)	description: "Core service process type run on a cron schedule (a job), not a long-running server."
docex/tables/roles/scheduler.yml	29	Core service	IDENT	high	codebase	description: "Core service process type run on a cron schedule (a job), not a long-running server."
docex/tables/roles/scheduler.yml	47	Core service	IDENT	high	codebase	# Core service: ECS task on elastic, docker container on fixed.
docex/tables/roles/web.yml	16	process type	SVC	high	core service(s)	description: "Core service process type — the project's own code, served behind the reverse proxy."
docex/tables/roles/web.yml	16	Core service	IDENT	high	codebase	description: "Core service process type — the project's own code, served behind the reverse proxy."
docex/tables/roles/web.yml	55	Core service	IDENT	high	codebase	# Core service: ECS task/service on elastic, docker container on fixed.
docex/tables/roles/worker.yml	3	process type	SVC	high	core service(s)	# Core service process type — long-running, event-driven, never publicly
docex/tables/roles/worker.yml	3	Core service	IDENT	high	codebase	# Core service process type — long-running, event-driven, never publicly
docex/tables/roles/worker.yml	18	process type	SVC	high	core service(s)	description: "Core service process type — long-running, event-driven, not publicly routed."
docex/tables/roles/worker.yml	18	Core service	IDENT	high	codebase	description: "Core service process type — long-running, event-driven, not publicly routed."
docex/test_projects/PRE_CUT_CHECKLIST.md	79	domain_default_process	KEY_FIELD	high	domain_default_service	- [ ] `docex-smoke-fixed.luxrnd.tech           A → $DEV_IP` (bare-project; routes prod's `domain_default_process`)
docex/test_projects/PRE_CUT_CHECKLIST.md	83	process-type	SVC	high	core service(s)	**No new records are needed for the CICL-v2 process-type migration.** The per-env `*.<env>.…` wildcards above already cover the new two-segment hostna
docex/test_projects/PRE_CUT_CHECKLIST.md	168	domain_default_process	KEY_FIELD	high	domain_default_service	- [ ] **B.3 `infra.yml` shape** — declares `cicl_version: "2"`; `apex_domain` as a bare apex (no project segment); `domain_default_process` as a **dot
docex/test_projects/PRE_CUT_CHECKLIST.md	169	process type	SVC	high	core service(s)	- [ ] **B.3.1 `processes:` on every core service** — present and **non-empty** on each. There is no flat form and no single-process shorthand. The ser
docex/test_projects/PRE_CUT_CHECKLIST.md	169	Process Types	SVC	high	core service(s)	- [ ] **B.3.1 `processes:` on every core service** — present and **non-empty** on each. There is no flat form and no single-process shorthand. The ser
docex/test_projects/PRE_CUT_CHECKLIST.md	169	process-types	SVC	high	core service(s)	- [ ] **B.3.1 `processes:` on every core service** — present and **non-empty** on each. There is no flat form and no single-process shorthand. The ser
docex/test_projects/PRE_CUT_CHECKLIST.md	169	core service	AMBIG	low	codebase? or KEEP?	- [ ] **B.3.1 `processes:` on every core service** — present and **non-empty** on each. There is no flat form and no single-process shorthand. The ser
docex/test_projects/PRE_CUT_CHECKLIST.md	170	${core_services.api.worker.host}	REF	high	${codebases.<cb>.core_services.<svc>.<part>}	- [ ] **B.3.2 `depends_on` names backing services only** — a core process type in a `depends_on` list is an error (rule 24). Core→core interface edges
docex/test_projects/PRE_CUT_CHECKLIST.md	170	process type	SVC	high	core service(s)	- [ ] **B.3.2 `depends_on` names backing services only** — a core process type in a `depends_on` list is an error (rule 24). Core→core interface edges
docex/test_projects/PRE_CUT_CHECKLIST.md	170	core service	AMBIG	low	codebase? or KEEP?	- [ ] **B.3.2 `depends_on` names backing services only** — a core process type in a `depends_on` list is an error (rule 24). Core→core interface edges
docex/test_projects/PRE_CUT_CHECKLIST.md	170	core_services	AMBIG	low	codebase? or KEEP?	- [ ] **B.3.2 `depends_on` names backing services only** — a core process type in a `depends_on` list is an error (rule 24). Core→core interface edges
docex/test_projects/PRE_CUT_CHECKLIST.md	173	Core service	AMBIG	mixed	codebase? or KEEP?	- [ ] **B.6 Core service Dockerfiles** — every core service has a Dockerfile with `build`, `dev`, `prod`, `test` stages. Per [`infrastructure.md § Cor
docex/test_projects/PRE_CUT_CHECKLIST.md	173	core service	AMBIG	mixed	codebase? or KEEP?	- [ ] **B.6 Core service Dockerfiles** — every core service has a Dockerfile with `build`, `dev`, `prod`, `test` stages. Per [`infrastructure.md § Cor
docex/test_projects/PRE_CUT_CHECKLIST.md	173	Core Service	AMBIG	mixed	codebase? or KEEP?	- [ ] **B.6 Core service Dockerfiles** — every core service has a Dockerfile with `build`, `dev`, `prod`, `test` stages. Per [`infrastructure.md § Cor
docex/test_projects/PRE_CUT_CHECKLIST.md	174	process type	SVC	high	core service(s)	- [ ] **B.7 Core service scripts** — scripts are per **codebase**, never per process type: every core service has one `build.sh` and one `test.sh` (wh
docex/test_projects/PRE_CUT_CHECKLIST.md	174	process type	SVC	high	core service(s)	- [ ] **B.7 Core service scripts** — scripts are per **codebase**, never per process type: every core service has one `build.sh` and one `test.sh` (wh
docex/test_projects/PRE_CUT_CHECKLIST.md	174	process-type	SVC	high	core service(s)	- [ ] **B.7 Core service scripts** — scripts are per **codebase**, never per process type: every core service has one `build.sh` and one `test.sh` (wh
docex/test_projects/PRE_CUT_CHECKLIST.md	174	Core service	CB	high	codebase	- [ ] **B.7 Core service scripts** — scripts are per **codebase**, never per process type: every core service has one `build.sh` and one `test.sh` (wh
docex/test_projects/PRE_CUT_CHECKLIST.md	174	core service	CB	high	codebase	- [ ] **B.7 Core service scripts** — scripts are per **codebase**, never per process type: every core service has one `build.sh` and one `test.sh` (wh
