doctrine/infrastructure/specifics/telemetry_infra.md	171	core service	AMBIG	low	codebase? or KEEP?	| App signals not appearing in backend at all | Could be SDK not wired up, sidecar unreachable, or backend silently dropping | Bottom-up: confirm SDK 
doctrine/infrastructure/specifics/telemetry_infra.md	187	core service	AMBIG	low	codebase? or KEEP?	Netns sharing on fixed deliberately mirrors the ECS task-netns sharing on elastic — the two foundations end up with identical loopback semantics, so `
doctrine/infrastructure/specifics/telemetry_infra.md	187	core service	AMBIG	low	codebase? or KEEP?	Netns sharing on fixed deliberately mirrors the ECS task-netns sharing on elastic — the two foundations end up with identical loopback semantics, so `
doctrine/infrastructure/specifics/telemetry_infra.md	216	core service	AMBIG	low	codebase? or KEEP?	The core service reaches its sidecar at `localhost:4318` — `network_mode: "service:<svc>-<proc>"` makes the core service and the sidecar share a loopb
doctrine/infrastructure/specifics/telemetry_infra.md	216	core service	AMBIG	low	codebase? or KEEP?	The core service reaches its sidecar at `localhost:4318` — `network_mode: "service:<svc>-<proc>"` makes the core service and the sidecar share a loopb
doctrine/infrastructure/specifics/telemetry_infra.md	216	core service	AMBIG	low	codebase? or KEEP?	The core service reaches its sidecar at `localhost:4318` — `network_mode: "service:<svc>-<proc>"` makes the core service and the sidecar share a loopb
doctrine/infrastructure/specifics/telemetry_infra.md	240	core service	AMBIG	low	codebase? or KEEP?	The core service does **not** declare a `depends_on` healthcheck on `<svc>-<proc>-otelcol`. With `network_mode: "service:<svc>-<proc>"`, compose enfor
doctrine/infrastructure/specifics/telemetry_infra.md	240	core service	AMBIG	low	codebase? or KEEP?	The core service does **not** declare a `depends_on` healthcheck on `<svc>-<proc>-otelcol`. With `network_mode: "service:<svc>-<proc>"`, compose enfor
doctrine/infrastructure/specifics/telemetry_infra.md	240	core service	AMBIG	low	codebase? or KEEP?	The core service does **not** declare a `depends_on` healthcheck on `<svc>-<proc>-otelcol`. With `network_mode: "service:<svc>-<proc>"`, compose enfor
doctrine/infrastructure/specifics/telemetry_infra.md	242	core service	AMBIG	low	codebase? or KEEP?	This means the core service does not have a guaranteed sidecar at `t=0`. The OTel SDK's default batch/retry behavior covers the brief startup window —
doctrine/infrastructure/specifics/telemetry_infra.md	254	core service	AMBIG	low	codebase? or KEEP?	For each core service **process type** that also runs an ECS service, the task definition contains two containers: the application container and an `<
doctrine/infrastructure/specifics/telemetry_infra.md	264	core service	AMBIG	low	codebase? or KEEP?	# ... core service definition ...
doctrine/infrastructure/specifics/telemetry_infra.md	319	core service	AMBIG	low	codebase? or KEEP?	The sidecar is declared `essential: false` — a sidecar crash doesn't kill the task. The core service stays serving; the SDK harmlessly buffers signals
doctrine/infrastructure/specifics/telemetry_infra.md	321	core service	AMBIG	low	codebase? or KEEP?	The core service declares:
doctrine/infrastructure/specifics/telemetry_infra.md	333	core service	AMBIG	low	codebase? or KEEP?	ECS Fargate tasks declare CPU and memory at the task level; per-container allocations come from the task's totals. The sidecar's 0.1 vCPU / 128 MB all
doctrine/infrastructure/specifics/telemetry_infra.md	335	core service	AMBIG	low	codebase? or KEEP?	A core service with `resources: { cpu: 1.0, memory: 2GB }` in `infra.yml` produces a Fargate task whose task-level totals are the core service's reque
doctrine/infrastructure/specifics/telemetry_infra.md	335	core service	AMBIG	low	codebase? or KEEP?	A core service with `resources: { cpu: 1.0, memory: 2GB }` in `infra.yml` produces a Fargate task whose task-level totals are the core service's reque
doctrine/infrastructure/specifics/telemetry_infra.md	335	core service	AMBIG	low	codebase? or KEEP?	A core service with `resources: { cpu: 1.0, memory: 2GB }` in `infra.yml` produces a Fargate task whose task-level totals are the core service's reque
doctrine/infrastructure/specifics/transfer_tables.md	368	Core service	AMBIG	low	codebase? or KEEP?	- **No project-side `engine:` declaration.** Core service roles have a single canonical engine (`container`); the project does not pick one in `infra.
doctrine/infrastructure/specifics/transfer_tables.md	369	Core services	AMBIG	low	codebase? or KEEP?	- **`env: {}` is empty.** Core services do not introduce engine-required env vars the way postgres does (POSTGRES_USER, etc.). The project's own env v
doctrine/infrastructure/specifics/transfer_tables.md	369	core_services	AMBIG	low	codebase? or KEEP?	- **`env: {}` is empty.** Core services do not introduce engine-required env vars the way postgres does (POSTGRES_USER, etc.). The project's own env v
doctrine/infrastructure/specifics/transfer_tables.md	370	core service	AMBIG	low	codebase? or KEEP?	- **`provides:` is symmetric across foundations.** Apps reach a core service by the same name on both foundations: `myproject-prod-api` resolves via t
doctrine/infrastructure/specifics/transfer_tables.md	391	core service	AMBIG	low	codebase? or KEEP?	A backing service whose engine declares `emits.elastic: [task_definition, ecs_service]` is rendered as an ECS Fargate task on elastic — identical to h
doctrine/infrastructure/specifics/transfer_tables.md	436	process types	PROTECTED_NEARBY	review	core service(s)	The doctrine ships canonical engines for the common roles — `relational_db/postgres`, `cache/redis`, `object_store/{minio,s3}`, `web/container`, `work
doctrine/infrastructure/specifics/transfer_tables.md	708	core service	AMBIG	low	codebase? or KEEP?	Every compose service receives — for a core service, once per [process type](../cicl.md#process-types):
doctrine/infrastructure/specifics/transfer_tables.md	719	core services	AMBIG	low	codebase? or KEEP?	The `docex.project` label is emitted on **every** container the compiler produces — core services, backing services, and OTel sidecars alike, not just
doctrine/infrastructure/specifics/transfer_tables.md	756	core service	AMBIG	low	codebase? or KEEP?	Every core service — regardless of foundation — additionally receives a set of doctrine-injected env vars:
doctrine/infrastructure/specifics/transfer_tables.md	761	core_service	AMBIG	low	codebase? or KEEP?	| `OTEL_SERVICE_NAME` | The process type's compiled identity, `<core_service>-<process>` | `infra.yml` `core_services.<svc>.processes.<proc>` keys, hy
doctrine/infrastructure/specifics/transfer_tables.md	761	core_services	AMBIG	low	codebase? or KEEP?	| `OTEL_SERVICE_NAME` | The process type's compiled identity, `<core_service>-<process>` | `infra.yml` `core_services.<svc>.processes.<proc>` keys, hy
doctrine/infrastructure/specifics/transfer_tables.md	762	core service	AMBIG	low	codebase? or KEEP?	| `OTEL_EXPORTER_OTLP_ENDPOINT` | `http://localhost:4318` | Doctrine-fixed. The paired OTel sidecar shares the core service's network namespace, so lo
doctrine/infrastructure/specifics/transfer_tables.md	764	core_service	AMBIG	low	codebase? or KEEP?	| `OTEL_RESOURCE_ATTRIBUTES` | `service.namespace=${project_name},service.version=${project_version},deployment.environment.name=${env_name},docex.cor
doctrine/infrastructure/specifics/transfer_tables.md	764	core_service	AMBIG	low	codebase? or KEEP?	| `OTEL_RESOURCE_ATTRIBUTES` | `service.namespace=${project_name},service.version=${project_version},deployment.environment.name=${env_name},docex.cor
doctrine/infrastructure/specifics/transfer_tables.md	766	core service	AMBIG	low	codebase? or KEEP?	These variables are doctrine-injected, not project-declared — a project's `infra.yml` need not list them under `env:`, and listing them explicitly is 
doctrine/infrastructure/specifics/transfer_tables.md	780	core service	AMBIG	low	codebase? or KEEP?	| `OTEL_SERVICE_NAME` | `api-web` — the compiled identity | `api` — the **authoring** core service name |
doctrine/infrastructure/specifics/transfer_tables.md	781	core_service	AMBIG	low	codebase? or KEEP?	| `docex.core_service` | `api` | `api` |
doctrine/infrastructure/specifics/transfer_tables.md	796	core services	AMBIG	low	codebase? or KEEP?	Backing services do not receive these env vars. They run third-party software with no application-side code that would consume `PROJECT_VERSION`, and 
doctrine/infrastructure/specifics/transfer_tables.md	829	core_service	AMBIG	low	codebase? or KEEP?	shape_name = "${shape_name}"   # core_service | backing_service
doctrine/infrastructure/specifics/transfer_tables.md	840	core_service	AMBIG	low	codebase? or KEEP?	This is the **envinfra** tag block. It is one of three tag blocks (preinfra, projinfra, envinfra) that together form the doctrine-wide tagging standar
doctrine/infrastructure/specifics/transfer_tables.md	853	core services	AMBIG	low	codebase? or KEEP?	The project's per-process-type [`resources:` block](../cicl.md#resources) is translated by the compiler into per-foundation resource fields. The trans
doctrine/infrastructure/specifics/transfer_tables.md	916	core service	AMBIG	low	codebase? or KEEP?	`resources.cpu` and `resources.memory` have no defaults — they are required by CICL on every core service. `resources.disk` is optional with these fou
doctrine/infrastructure/telemetry.md	33	core service	AMBIG	low	codebase? or KEEP?	When it comes to telemetry, *what gets reported* is a design concern and *how it gets there* is a deterministic `docex` concern. It is the project dev
doctrine/infrastructure/telemetry.md	78	Core Services	AMBIG	low	codebase? or KEEP?	*Core Services -> Collector Sidecars -> Observability Backend*
doctrine/infrastructure/telemetry.md	80	Core Services	AMBIG	low	codebase? or KEEP?	#### Within Core Services
doctrine/infrastructure/telemetry.md	113	core service	AMBIG	low	codebase? or KEEP?	A handful of environmental variables are injected into each core service to aid the OTel SDKs:
doctrine/infrastructure/tests.md	13	core service	AMBIG	low	codebase? or KEEP?	These tests test the code itself - that functions behave correctly, modules within a service can communicate, etc. They *don't* test inter-core servic
doctrine/infrastructure/tests.md	13	core service	AMBIG	low	codebase? or KEEP?	These tests test the code itself - that functions behave correctly, modules within a service can communicate, etc. They *don't* test inter-core servic
doctrine/infrastructure/tests.md	15	core service	AMBIG	low	codebase? or KEEP?	Service tests are written in whatever language, and with whatever tooling, is appropriate for the service. A `web` core service written in python woul
doctrine/infrastructure/tests.md	31	core service	AMBIG	low	codebase? or KEEP?	Service-level integration tests (e.g. "flow" tests) verify that the entire core service behaves as expected, often from the "outside" (e.g. by applyin
doctrine/infrastructure/tests.md	38	core service	AMBIG	low	codebase? or KEEP?	Contract tests ensure core service modularity. They check that the boundary of a core service is well-defined, and ensure that consumers of that core 
doctrine/infrastructure/tests.md	38	core service	AMBIG	low	codebase? or KEEP?	Contract tests ensure core service modularity. They check that the boundary of a core service is well-defined, and ensure that consumers of that core 
doctrine/infrastructure/tests.md	38	core service	AMBIG	low	codebase? or KEEP?	Contract tests ensure core service modularity. They check that the boundary of a core service is well-defined, and ensure that consumers of that core 
doctrine/infrastructure/tests.md	38	core services	AMBIG	low	codebase? or KEEP?	Contract tests ensure core service modularity. They check that the boundary of a core service is well-defined, and ensure that consumers of that core 
doctrine/infrastructure/tests.md	38	core services	AMBIG	low	codebase? or KEEP?	Contract tests ensure core service modularity. They check that the boundary of a core service is well-defined, and ensure that consumers of that core 
doctrine/infrastructure/tests.md	44	core services	AMBIG	low	codebase? or KEEP?	This doctrine requires provider-side contract tests for core services with defined contracts, and encourages consumer-side contract tests for larger p
doctrine/infrastructure/tests.md	44	core services	AMBIG	low	codebase? or KEEP?	This doctrine requires provider-side contract tests for core services with defined contracts, and encourages consumer-side contract tests for larger p
doctrine/lexicon.md	17	core services	AMBIG	low	codebase? or KEEP?	| Service |  | Refers to both "core services" and "backing services". |
doctrine/practices/advance.md	46	core service	AMBIG	low	codebase? or KEEP?	1. **Mod: scaffold `frontend` core service.** `corporal`.
doctrine/practices/advance.md	92	core service	AMBIG	low	codebase? or KEEP?	2. Mod scoping is tricky. Try to bundle changes which share *territory*; a series of changes to one module or even one core service often should be co
doctrine/practices/docs.md	59	core services	AMBIG	low	codebase? or KEEP?	1. **Service Documentation Folders** - Folders that represent core services (like backend, frontend, etc.). These are services at the infra level e.g.
doctrine/practices/docs.md	80	Core Services	AMBIG	low	codebase? or KEEP?	4. Core Services - All core services with hexagonal architecture should document:
doctrine/practices/docs.md	80	core services	AMBIG	low	codebase? or KEEP?	4. Core Services - All core services with hexagonal architecture should document:
doctrine/practices/docs.md	87	core services	AMBIG	low	codebase? or KEEP?	For example, take a project with the objective "Generate text-based scripts from videos of talkshows". It has a `frontend` and `backend` core services
doctrine/practices/inception.md	58	core service	AMBIG	low	codebase? or KEEP?	The design phase should "fill out" the [core planning docs](./docs.md#core-planning-documents). Each core service should be given a folder in `$pr/pla
doctrine/practices/inception.md	58	Core services	AMBIG	low	codebase? or KEEP?	The design phase should "fill out" the [core planning docs](./docs.md#core-planning-documents). Each core service should be given a folder in `$pr/pla
doctrine/practices/inception.md	58	Core services	AMBIG	low	codebase? or KEEP?	The design phase should "fill out" the [core planning docs](./docs.md#core-planning-documents). Each core service should be given a folder in `$pr/pla
doctrine/practices/inception.md	68	core service	AMBIG	low	codebase? or KEEP?	5. Create the core service folders in `$pr/core` and the infrastructural concerns within each:
doctrine/practices/inception.md	70	core services	AMBIG	low	codebase? or KEEP?	+ These don't need to be perfect. At this stage, we only know what the core services are and probably what language they'll be in. These must exist to
doctrine/practices/inception.md	98	core services	AMBIG	low	codebase? or KEEP?	4. Write the first drafts of [contracts](../infrastructure/contracts.md) for "provider" core services.
doctrine/practices/modifications.md	29	core service	AMBIG	low	codebase? or KEEP?	2. *DO* include instructions to update any core service [contracts](../infrastructure/infrastructure.md#contracts) that will need to change for the mo
engineer/post_op_doctrine_checklist.md	8	core services	AMBIG	low	codebase? or KEEP?	2. Provider-type core services publish a contract.
engineer/scratch.md	22	core service	AMBIG	low	codebase? or KEEP?	# the "engine" is the core service
engineer/scratch.md	39	core services	AMBIG	low	codebase? or KEEP?	1. Let's not forget to check for places where core services are referred to as nouns and make sure the language surrounding them still makes sense wit
skills/contracts/SKILL.md	10	core service	AMBIG	low	codebase? or KEEP?	Contracts define the boundary of a provider core service *process type*; a single file covers the formats, the mandatory endpoints, and how CI uses th
skills/project-cohere/SKILL.md	63	core service	AMBIG	low	codebase? or KEEP?	+ A core service - deserves dedicated folder and architecture docs.
